generation,genome_idx,fitness,n_hidden,gene_in,gene_out,weight,enabled,innov
41,12,2385.383333333333,4,6,13,1.330492,1,21
41,12,2385.383333333333,4,7,11,-1.458799,1,22
41,12,2385.383333333333,4,7,12,-0.404705,1,23
41,12,2385.383333333333,4,7,13,-1.638236,1,24
41,12,2385.383333333333,4,8,11,-1.244218,1,25
41,12,2385.383333333333,4,8,12,0.161347,1,26
41,12,2385.383333333333,4,8,13,0.521117,1,27
41,12,2385.383333333333,4,9,11,1.130453,1,28
41,12,2385.383333333333,4,9,12,0.822187,1,29
41,12,2385.383333333333,4,9,13,1.192215,1,30
41,12,2385.383333333333,4,10,11,-1.675335,1,31
41,12,2385.383333333333,4,10,12,0.277496,1,32
41,12,2385.383333333333,4,10,13,-0.128944,0,33
41,12,2385.383333333333,4,0,14,0.390492,0,147
41,12,2385.383333333333,4,14,11,0.786449,1,148
41,12,2385.383333333333,4,0,15,1.293452,1,36
41,12,2385.383333333333,4,15,14,1.390260,1,37
41,12,2385.383333333333,4,10,16,-0.772297,1,63
41,12,2385.383333333333,4,16,13,-0.785749,1,64
41,12,2385.383333333333,4,0,17,1.000000,1,64
41,12,2385.383333333333,4,17,13,0.901034,1,65
41,13,2465.3833333333337,3,0,11,-0.859609,0,1
41,13,2465.3833333333337,3,0,12,-1.910212,1,2
41,13,2465.3833333333337,3,0,13,-1.518371,1,3
41,13,2465.3833333333337,3,1,11,1.770187,1,4
41,13,2465.3833333333337,3,1,12,-0.692786,1,5
41,13,2465.3833333333337,3,1,13,-0.575705,1,6
41,13,2465.3833333333337,3,2,11,0.457600,1,7
41,13,2465.3833333333337,3,2,12,-0.141379,1,8
41,13,2465.3833333333337,3,2,13,0.489544,1,9
41,13,2465.3833333333337,3,3,11,2.405860,1,10
41,13,2465.3833333333337,3,3,12,-0.198131,1,11
41,13,2465.3833333333337,3,3,13,-0.366905,1,12
41,13,2465.3833333333337,3,4,11,0.083157,1,13
41,13,2465.3833333333337,3,4,12,-1.951859,1,14
41,13,2465.3833333333337,3,4,13,2.680486,1,15
41,13,2465.3833333333337,3,5,11,-0.348335,1,16
41,13,2465.3833333333337,3,5,12,0.491194,1,17
41,13,2465.3833333333337,3,5,13,2.405397,1,18
41,13,2465.3833333333337,3,6,11,-0.552793,1,19
41,13,2465.3833333333337,3,6,12,-0.845930,1,20
41,13,2465.3833333333337,3,6,13,0.233822,1,21
41,13,2465.3833333333337,3,7,11,1.471233,1,22
41,13,2465.3833333333337,3,7,12,-0.380660,1,23
41,13,2465.3833333333337,3,7,13,-1.152330,1,24
41,13,2465.3833333333337,3,8,11,-1.553869,1,25
41,13,2465.3833333333337,3,8,12,0.351468,1,26
41,13,2465.3833333333337,3,8,13,2.349092,1,27
41,13,2465.3833333333337,3,9,11,1.012558,1,28
41,13,2465.3833333333337,3,9,12,0.494998,1,29
41,13,2465.3833333333337,3,9,13,0.071217,1,30
41,13,2465.3833333333337,3,10,11,-1.447095,1,31
41,13,2465.3833333333337,3,10,12,-0.233025,1,32
41,13,2465.3833333333337,3,10,13,-0.243533,0,33
41,13,2465.3833333333337,3,0,14,-1.535856,0,147
41,13,2465.3833333333337,3,14,11,-0.072864,1,148
41,13,2465.3833333333337,3,0,15,0.606225,1,36
41,13,2465.3833333333337,3,15,14,0.901941,1,37
41,13,2465.3833333333337,3,10,16,0.500805,1,63
41,13,2465.3833333333337,3,16,13,0.375329,1,64
41,14,2465.3833333333337,4,0,11,-0.859609,0,1
41,14,2465.3833333333337,4,0,12,-0.370934,1,2
41,14,2465.3833333333337,4,0,13,-1.518371,1,3
41,14,2465.3833333333337,4,1,11,1.650040,1,4
41,14,2465.3833333333337,4,1,12,-0.692786,1,5
41,14,2465.3833333333337,4,1,13,0.267901,1,6
41,14,2465.3833333333337,4,2,11,0.457600,1,7
41,14,2465.3833333333337,4,2,12,-0.141379,1,8
41,14,2465.3833333333337,4,2,13,0.489544,1,9
41,14,2465.3833333333337,4,3,11,2.405860,1,10
41,14,2465.3833333333337,4,3,12,-0.198131,1,11
41,14,2465.3833333333337,4,3,13,-0.366905,0,12
41,14,2465.3833333333337,4,4,11,0.083157,1,13
41,14,2465.3833333333337,4,4,12,-1.951859,1,14
41,14,2465.3833333333337,4,4,13,2.688944,1,15
41,14,2465.3833333333337,4,5,11,-0.267083,1,16
41,14,2465.3833333333337,4,5,12,0.770174,1,17
41,14,2465.3833333333337,4,5,13,2.032539,1,18
41,14,2465.3833333333337,4,6,11,-0.552793,1,19
41,14,2465.3833333333337,4,6,12,-0.845930,1,20
41,14,2465.3833333333337,4,6,13,0.233822,1,21
41,14,2465.3833333333337,4,7,11,1.525188,1,22
41,14,2465.3833333333337,4,7,12,-0.406886,1,23
41,14,2465.3833333333337,4,7,13,-1.998299,1,24
41,14,2465.3833333333337,4,8,11,-1.553869,1,25
41,14,2465.3833333333337,4,8,12,0.351468,1,26
41,14,2465.3833333333337,4,8,13,2.349092,1,27
41,14,2465.3833333333337,4,9,11,1.012558,1,28
41,14,2465.3833333333337,4,9,12,0.494998,1,29
41,14,2465.3833333333337,4,9,13,0.071217,1,30
41,14,2465.3833333333337,4,10,11,-1.447095,1,31
41,14,2465.3833333333337,4,10,12,-0.152540,1,32
41,14,2465.3833333333337,4,10,13,-0.772655,0,33
41,14,2465.3833333333337,4,0,14,-1.481419,0,147
41,14,2465.3833333333337,4,14,11,-0.992851,1,148
41,14,2465.3833333333337,4,0,15,0.606225,1,36
41,14,2465.3833333333337,4,15,14,0.901941,1,37
41,14,2465.3833333333337,4,10,16,0.558222,1,63
41,14,2465.3833333333337,4,16,13,0.662414,1,64
41,14,2465.3833333333337,4,3,17,1.000000,1,66
41,14,2465.3833333333337,4,17,13,-0.366905,1,67
41,15,2465.2833333333333,3,0,11,-1.692236,0,1
41,15,2465.2833333333333,3,0,12,-1.473545,1,2
41,15,2465.2833333333333,3,0,13,0.123810,1,3
41,15,2465.2833333333333,3,1,11,1.394173,1,4
41,15,2465.2833333333333,3,1,12,-1.076950,1,5
41,15,2465.2833333333333,3,1,13,-0.366475,1,6
41,15,2465.2833333333333,3,2,11,0.322970,1,7
41,15,2465.2833333333333,3,2,12,-0.128037,1,8
41,15,2465.2833333333333,3,2,13,0.774815,1,9
41,15,2465.2833333333333,3,3,11,2.334602,1,10
41,15,2465.2833333333333,3,3,12,-0.985790,1,11
41,15,2465.2833333333333,3,3,13,-0.383001,1,12
41,15,2465.2833333333333,3,4,11,0.017787,1,13
41,15,2465.2833333333333,3,4,12,-1.773409,1,14
41,15,2465.2833333333333,3,4,13,2.626398,1,15
41,15,2465.2833333333333,3,5,11,-0.634389,1,16
41,15,2465.2833333333333,3,5,12,0.530970,1,17
41,15,2465.2833333333333,3,5,13,2.229013,1,18
41,15,2465.2833333333333,3,6,11,-0.654285,1,19
41,15,2465.2833333333333,3,6,12,-0.733860,1,20
41,15,2465.2833333333333,3,6,13,1.538152,1,21
41,15,2465.2833333333333,3,7,11,-0.641725,1,22
41,15,2465.2833333333333,3,7,12,0.344487,1,23
41,15,2465.2833333333333,3,7,13,-2.034558,1,24
41,15,2465.2833333333333,3,8,11,-1.551929,1,25
41,15,2465.2833333333333,3,8,12,0.057462,1,26
41,15,2465.2833333333333,3,8,13,2.832678,1,27
41,15,2465.2833333333333,3,9,11,0.890718,1,28
41,15,2465.2833333333333,3,9,12,0.292056,1,29
41,15,2465.2833333333333,3,9,13,0.569006,1,30
41,15,2465.2833333333333,3,10,11,-0.946362,1,31
41,15,2465.2833333333333,3,10,12,0.075245,1,32
41,15,2465.2833333333333,3,10,13,-0.390358,0,33
41,15,2465.2833333333333,3,0,14,-1.192549,0,147
41,15,2465.2833333333333,3,14,11,-0.777000,1,148
41,15,2465.2833333333333,3,0,15,0.666738,1,36
41,15,2465.2833333333333,3,15,14,1.210369,1,37
41,15,2465.2833333333333,3,10,16,-1.735341,1,63
41,15,2465.2833333333333,3,16,13,0.042223,1,64
41,16,2465.2833333333333,3,0,11,-0.089835,0,1
41,16,2465.2833333333333,3,0,12,0.566701,1,2
41,16,2465.2833333333333,3,0,13,-0.311964,1,3
41,16,2465.2833333333333,3,1,11,1.615345,1,4
41,16,2465.2833333333333,3,1,12,-1.766997,1,5
41,16,2465.2833333333333,3,1,13,0.348990,1,6
41,16,2465.2833333333333,3,2,11,-0.557998,1,7
41,16,2465.2833333333333,3,2,12,-0.739468,1,8
41,16,2465.2833333333333,3,2,13,0.614469,1,9
41,16,2465.2833333333333,3,3,11,2.670617,1,10
41,16,2465.2833333333333,3,3,12,-1.472894,1,11
41,16,2465.2833333333333,3,3,13,-0.064265,1,12
41,16,2465.2833333333333,3,4,11,0.707831,1,13
41,16,2465.2833333333333,3,4,12,-1.281683,1,14
41,16,2465.2833333333333,3,4,13,2.371336,1,15
41,16,2465.2833333333333,3,5,11,-0.536881,1,16
41,16,2465.2833333333333,3,5,12,0.297656,1,17
41,16,2465.2833333333333,3,5,13,1.815397,1,18
41,16,2465.2833333333333,3,6,11,-0.419803,1,19
41,16,2465.2833333333333,3,6,12,-0.534344,1,20
41,16,2465.2833333333333,3,6,13,1.380488,1,21
41,16,2465.2833333333333,3,7,11,1.644560,1,22
41,16,2465.2833333333333,3,7,12,-0.938996,1,23
41,16,2465.2833333333333,3,7,13,-1.672056,1,24
41,16,2465.2833333333333,3,8,11,0.422507,1,25
41,16,2465.2833333333333,3,8,12,0.165920,1,26
41,16,2465.2833333333333,3,8,13,2.177557,1,27
41,16,2465.2833333333333,3,9,11,0.869422,1,28
41,16,2465.2833333333333,3,9,12,0.251635,1,29
41,16,2465.2833333333333,3,9,13,0.524493,1,30
41,16,2465.2833333333333,3,10,11,-2.162968,1,31
41,16,2465.2833333333333,3,10,12,-0.283259,1,32
41,16,2465.2833333333333,3,10,13,-0.757272,0,33
41,16,2465.2833333333333,3,0,14,-1.925206,0,147
41,16,2465.2833333333333,3,14,11,0.512823,1,148
41,16,2465.2833333333333,3,0,15,0.314098,1,36
41,16,2465.2833333333333,3,15,14,0.794941,1,37
41,16,2465.2833333333333,3,10,16,0.546918,1,63
41,16,2465.2833333333333,3,16,13,0.074076,1,64
41,17,2465.2833333333333,3,0,11,-0.440876,0,1
41,17,2465.2833333333333,3,0,12,-1.982170,1,2
41,17,2465.2833333333333,3,0,13,0.077118,1,3
41,17,2465.2833333333333,3,1,11,1.558481,1,4
41,17,2465.2833333333333,3,1,12,-1.754115,1,5
41,17,2465.2833333333333,3,1,13,0.178718,1,6
41,17,2465.2833333333333,3,2,11,0.228235,1,7
41,17,2465.2833333333333,3,2,12,0.864970,1,8
41,17,2465.2833333333333,3,2,13,-0.119698,1,9
41,17,2465.2833333333333,3,3,11,1.907665,1,10
41,17,2465.2833333333333,3,3,12,-1.355695,1,11
41,17,2465.2833333333333,3,3,13,-0.294528,1,12
41,17,2465.2833333333333,3,4,11,-0.726943,1,13
41,17,2465.2833333333333,3,4,12,-1.774367,1,14
41,17,2465.2833333333333,3,4,13,2.869742,1,15
41,17,2465.2833333333333,3,5,11,-0.674973,1,16
41,17,2465.2833333333333,3,5,12,0.941685,1,17
41,17,2465.2833333333333,3,5,13,1.562326,1,18
41,17,2465.2833333333333,3,6,11,-0.265313,1,19
41,17,2465.2833333333333,3,6,12,-0.024552,1,20
41,17,2465.2833333333333,3,6,13,-0.612034,1,21
41,17,2465.2833333333333,3,7,11,0.109899,1,22
41,17,2465.2833333333333,3,7,12,0.009040,1,23
41,17,2465.2833333333333,3,7,13,-2.287130,1,24
41,17,2465.2833333333333,3,8,11,0.572224,1,25
41,17,2465.2833333333333,3,8,12,-0.486262,1,26
41,17,2465.2833333333333,3,8,13,3.217065,1,27
41,17,2465.2833333333333,3,9,11,-1.314359,1,28
41,17,2465.2833333333333,3,9,12,-0.042874,1,29
41,17,2465.2833333333333,3,9,13,0.122411,1,30
41,17,2465.2833333333333,3,10,11,-1.659804,1,31
41,17,2465.2833333333333,3,10,12,-0.099506,1,32
41,17,2465.2833333333333,3,10,13,0.701241,0,33
41,17,2465.2833333333333,3,0,14,-1.381155,0,147
41,17,2465.2833333333333,3,14,11,0.275012,1,148
41,17,2465.2833333333333,3,0,15,0.314037,1,36
41,17,2465.2833333333333,3,15,14,0.668559,1,37
41,17,2465.2833333333333,3,10,16,0.925519,1,63
41,17,2465.2833333333333,3,16,13,0.527203,1,64
41,18,2385.383333333333,3,0,11,-1.853465,0,1
41,18,2385.383333333333,3,0,12,-1.737025,1,2
41,18,2385.383333333333,3,0,13,-0.812592,1,3
41,18,2385.383333333333,3,1,11,1.344187,1,4
41,18,2385.383333333333,3,1,12,-1.167683,1,5
41,18,2385.383333333333,3,1,13,-0.648262,1,6
41,18,2385.383333333333,3,2,11,1.156610,1,7
41,18,2385.383333333333,3,2,12,0.122800,1,8
41,18,2385.383333333333,3,2,13,0.312521,1,9
41,18,2385.383333333333,3,3,11,2.370449,1,10
41,18,2385.383333333333,3,3,12,-0.766252,1,11
41,18,2385.383333333333,3,3,13,-0.019289,1,12
41,18,2385.383333333333,3,4,11,-0.455995,1,13
41,18,2385.383333333333,3,4,12,-1.133944,1,14
41,18,2385.383333333333,3,4,13,2.770794,1,15
41,18,2385.383333333333,3,5,11,-0.628431,1,16
41,18,2385.383333333333,3,5,12,-1.024615,1,17
41,18,2385.383333333333,3,5,13,2.541589,1,18
41,18,2385.383333333333,3,6,11,-0.670578,1,19
41,18,2385.383333333333,3,6,12,1.123425,1,20
41,18,2385.383333333333,3,6,13,-0.798039,1,21
41,18,2385.383333333333,3,7,11,-0.934671,1,22
41,18,2385.383333333333,3,7,12,0.428846,1,23
41,18,2385.383333333333,3,7,13,-1.050485,1,24
41,18,2385.383333333333,3,8,11,-0.019474,1,25
41,18,2385.383333333333,3,8,12,-0.426444,1,26
41,18,2385.383333333333,3,8,13,2.117956,1,27
41,18,2385.383333333333,3,9,11,0.267495,1,28
41,18,2385.383333333333,3,9,12,0.594206,1,29
41,18,2385.383333333333,3,9,13,-0.313121,1,30
41,18,2385.383333333333,3,10,11,-1.694124,1,31
41,18,2385.383333333333,3,10,12,0.020398,1,32
41,18,2385.383333333333,3,10,13,-0.199114,0,33
41,18,2385.383333333333,3,0,14,-1.298231,0,147
41,18,2385.383333333333,3,14,11,0.476983,1,148
41,18,2385.383333333333,3,0,15,-0.033996,1,36
41,18,2385.383333333333,3,15,14,1.185878,1,37
41,18,2385.383333333333,3,10,16,1.449078,1,63
41,18,2385.383333333333,3,16,13,0.139136,1,64
41,19,2464.9500000000003,3,0,11,-0.443882,0,1
41,19,2464.9500000000003,3,0,12,0.059165,1,2
41,19,2464.9500000000003,3,0,13,0.261910,1,3
41,19,2464.9500000000003,3,1,11,1.994104,1,4
41,19,2464.9500000000003,3,1,12,-2.347859,1,5
41,19,2464.9500000000003,3,1,13,-0.400043,1,6
41,19,2464.9500000000003,3,2,11,-0.328270,1,7
41,19,2464.9500000000003,3,2,12,-0.919137,1,8
41,19,2464.9500000000003,3,2,13,1.142010,1,9
41,19,2464.9500000000003,3,3,11,2.302469,1,10
41,19,2464.9500000000003,3,3,12,-0.641240,1,11
41,19,2464.9500000000003,3,3,13,-0.106924,1,12
41,19,2464.9500000000003,3,4,11,-0.048454,1,13
41,19,2464.9500000000003,3,4,12,-1.737528,1,14
41,19,2464.9500000000003,3,4,13,2.696893,1,15
41,19,2464.9500000000003,3,5,11,-0.000965,1,16
41,19,2464.9500000000003,3,5,12,0.923966,1,17
41,19,2464.9500000000003,3,5,13,2.072897,1,18
41,19,2464.9500000000003,3,6,11,0.155275,1,19
41,19,2464.9500000000003,3,6,12,-0.566542,1,20
41,19,2464.9500000000003,3,6,13,1.066531,1,21
41,19,2464.9500000000003,3,7,11,-1.439907,1,22
41,19,2464.9500000000003,3,7,12,0.710640,1,23
41,19,2464.9500000000003,3,7,13,-2.072268,1,24
41,19,2464.9500000000003,3,8,11,0.037808,1,25
41,19,2464.9500000000003,3,8,12,-0.770328,1,26
41,19,2464.9500000000003,3,8,13,2.715821,1,27
41,19,2464.9500000000003,3,9,11,0.947727,1,28
41,19,2464.9500000000003,3,9,12,1.275066,1,29
41,19,2464.9500000000003,3,9,13,-0.085889,1,30
41,19,2464.9500000000003,3,10,11,-1.399085,1,31
41,19,2464.9500000000003,3,10,12,0.374508,1,32
41,19,2464.9500000000003,3,10,13,0.257360,0,33
41,19,2464.9500000000003,3,0,14,-1.788037,0,147
41,19,2464.9500000000003,3,14,11,0.518605,1,148
41,19,2464.9500000000003,3,0,15,-0.084935,1,36
41,19,2464.9500000000003,3,15,14,1.076338,1,37
41,19,2464.9500000000003,3,10,16,1.345868,1,63
41,19,2464.9500000000003,3,16,13,0.360361,1,64
41,20,2464.9500000000003,3,0,11,-1.542403,0,1
41,20,2464.9500000000003,3,0,12,-1.859468,1,2
41,20,2464.9500000000003,3,0,13,0.139514,1,3
41,20,2464.9500000000003,3,1,11,1.052448,1,4
41,20,2464.9500000000003,3,1,12,-1.904662,1,5
41,20,2464.9500000000003,3,1,13,-0.366776,1,6
41,20,2464.9500000000003,3,2,11,1.217872,1,7
41,20,2464.9500000000003,3,2,12,-0.068283,1,8
41,20,2464.9500000000003,3,2,13,0.945913,1,9
41,20,2464.9500000000003,3,3,11,2.698542,1,10
41,20,2464.9500000000003,3,3,12,-0.437234,1,11
41,20,2464.9500000000003,3,3,13,0.009091,1,12
41,20,2464.9500000000003,3,4,11,-0.056321,1,13
41,20,2464.9500000000003,3,4,12,-0.295185,1,14
41,20,2464.9500000000003,3,4,13,-1.435373,1,15
41,20,2464.9500000000003,3,5,11,-0.607768,1,16
41,20,2464.9500000000003,3,5,12,0.893915,1,17
41,20,2464.9500000000003,3,5,13,2.638588,1,18
41,20,2464.9500000000003,3,6,11,-0.549912,1,19
41,20,2464.9500000000003,3,6,12,1.193717,1,20
41,20,2464.9500000000003,3,6,13,-0.898285,1,21
41,20,2464.9500000000003,3,7,11,-0.908660,1,22
41,20,2464.9500000000003,3,7,12,0.172624,1,23
41,20,2464.9500000000003,3,7,13,-0.922675,1,24
41,20,2464.9500000000003,3,8,11,0.398247,1,25
41,20,2464.9500000000003,3,8,12,-0.250165,1,26
41,20,2464.9500000000003,3,8,13,0.109482,1,27
41,20,2464.9500000000003,3,9,11,0.456484,1,28
41,20,2464.9500000000003,3,9,12,0.789089,1,29
41,20,2464.9500000000003,3,9,13,0.651321,1,30
41,20,2464.9500000000003,3,10,11,-1.245907,1,31
41,20,2464.9500000000003,3,10,12,0.304101,1,32
41,20,2464.9500000000003,3,10,13,0.065164,0,33
41,20,2464.9500000000003,3,0,14,-1.238819,0,147
41,20,2464.9500000000003,3,14,11,0.174742,1,148
41,20,2464.9500000000003,3,0,15,0.382626,1,36
41,20,2464.9500000000003,3,15,14,0.125534,1,37
41,20,2464.9500000000003,3,10,16,-0.516479,1,63
41,20,2464.9500000000003,3,16,13,-0.281726,1,64
41,21,2385.383333333333,3,0,11,-0.453750,0,1
41,21,2385.383333333333,3,0,12,0.669855,1,2
41,21,2385.383333333333,3,0,13,-0.734990,1,3
41,21,2385.383333333333,3,1,11,1.609496,1,4
41,21,2385.383333333333,3,1,12,-2.768881,1,5
41,21,2385.383333333333,3,1,13,-0.585090,1,6
41,21,2385.383333333333,3,2,11,0.879273,1,7
41,21,2385.383333333333,3,2,12,-0.139879,1,8
41,21,2385.383333333333,3,2,13,0.203115,1,9
41,21,2385.383333333333,3,3,11,1.612905,1,10
41,21,2385.383333333333,3,3,12,-1.703729,1,11
41,21,2385.383333333333,3,3,13,-0.434044,1,12
41,21,2385.383333333333,3,4,11,-0.732851,1,13
41,21,2385.383333333333,3,4,12,0.502019,1,14
41,21,2385.383333333333,3,4,13,2.720724,1,15
41,21,2385.383333333333,3,5,11,-0.263672,1,16
41,21,2385.383333333333,3,5,12,-0.670673,1,17
41,21,2385.383333333333,3,5,13,1.597662,1,18
41,21,2385.383333333333,3,6,11,-1.179476,1,19
41,21,2385.383333333333,3,6,12,-0.713794,1,20
41,21,2385.383333333333,3,6,13,1.696159,1,21
41,21,2385.383333333333,3,7,11,-0.786426,1,22
41,21,2385.383333333333,3,7,12,-0.112161,1,23
41,21,2385.383333333333,3,7,13,-1.010116,1,24
41,21,2385.383333333333,3,8,11,0.347543,1,25
41,21,2385.383333333333,3,8,12,-0.637583,1,26
41,21,2385.383333333333,3,8,13,0.261700,1,27
41,21,2385.383333333333,3,9,11,0.406722,1,28
41,21,2385.383333333333,3,9,12,0.603808,1,29
41,21,2385.383333333333,3,9,13,-0.012064,1,30
41,21,2385.383333333333,3,10,11,-2.147938,1,31
41,21,2385.383333333333,3,10,12,0.108383,1,32
41,21,2385.383333333333,3,10,13,-0.695363,0,33
41,21,2385.383333333333,3,0,14,-2.249636,0,147
41,21,2385.383333333333,3,14,11,0.355577,1,148
41,21,2385.383333333333,3,0,15,0.557507,1,36
41,21,2385.383333333333,3,15,14,0.379404,1,37
41,21,2385.383333333333,3,10,16,-1.183344,1,63
41,21,2385.383333333333,3,16,13,-0.717501,1,64
41,21,2385.383333333333,3,16,15,-0.168046,1,61
41,22,2464.9500000000003,3,0,11,-1.964777,0,1
41,22,2464.9500000000003,3,0,12,0.169436,1,2
41,22,2464.9500000000003,3,0,13,-0.894877,1,3
41,22,2464.9500000000003,3,1,11,1.624571,1,4
41,22,2464.9500000000003,3,1,12,-1.813201,1,5
41,22,2464.9500000000003,3,1,13,-1.014726,1,6
41,22,2464.9500000000003,3,2,11,1.615290,1,7
41,22,2464.9500000000003,3,2,12,0.114727,1,8
41,22,2464.9500000000003,3,2,13,0.541735,1,9
41,22,2464.9500000000003,3,3,11,2.696329,1,10
41,22,2464.9500000000003,3,3,12,-0.566537,1,11
41,22,2464.9500000000003,3,3,13,0.082350,1,12
41,22,2464.9500000000003,3,4,11,-0.351740,1,13
41,22,2464.9500000000003,3,4,12,-1.452836,1,14
41,22,2464.9500000000003,3,4,13,0.878488,1,15
41,22,2464.9500000000003,3,5,11,0.789325,1,16
41,22,2464.9500000000003,3,5,12,1.056845,1,17
41,22,2464.9500000000003,3,5,13,1.893045,1,18
41,22,2464.9500000000003,3,6,11,-0.707089,1,19
41,22,2464.9500000000003,3,6,12,-0.552430,1,20
41,22,2464.9500000000003,3,6,13,-0.771606,1,21
41,22,2464.9500000000003,3,7,11,-1.199895,1,22
41,22,2464.9500000000003,3,7,12,1.462635,1,23
41,22,2464.9500000000003,3,7,13,-1.325712,1,24
41,22,2464.9500000000003,3,8,11,-0.386569,1,25
41,22,2464.9500000000003,3,8,12,0.287306,1,26
41,22,2464.9500000000003,3,8,13,2.969543,1,27
41,22,2464.9500000000003,3,9,11,0.594575,1,28
41,22,2464.9500000000003,3,9,12,0.798859,1,29
41,22,2464.9500000000003,3,9,13,-0.149798,1,30
41,22,2464.9500000000003,3,10,11,-2.085768,1,31
41,22,2464.9500000000003,3,10,12,-0.229283,1,32
41,22,2464.9500000000003,3,10,13,0.294072,0,33
41,22,2464.9500000000003,3,0,14,-1.438417,0,147
41,22,2464.9500000000003,3,14,11,0.807697,1,148
41,22,2464.9500000000003,3,0,15,-0.066500,1,36
41,22,2464.9500000000003,3,15,14,1.003309,1,37
41,22,2464.9500000000003,3,10,16,0.559531,1,63
41,22,2464.9500000000003,3,16,13,0.749760,1,64
41,23,79.76666666666667,3,0,11,-0.576492,0,1
41,23,79.76666666666667,3,0,12,0.363422,1,2
41,23,79.76666666666667,3,0,13,-0.617487,1,3
41,23,79.76666666666667,3,1,11,1.659670,1,4
41,23,79.76666666666667,3,1,12,-1.977851,1,5
41,23,79.76666666666667,3,1,13,0.936675,1,6
41,23,79.76666666666667,3,2,11,0.253744,1,7
41,23,79.76666666666667,3,2,12,-0.435362,1,8
41,23,79.76666666666667,3,2,13,0.802563,1,9
41,23,79.76666666666667,3,3,11,2.063924,1,10
41,23,79.76666666666667,3,3,12,-0.746514,1,11
41,23,79.76666666666667,3,3,13,0.353878,1,12
41,23,79.76666666666667,3,4,11,-0.535536,1,13
41,23,79.76666666666667,3,4,12,-1.099485,1,14
41,23,79.76666666666667,3,4,13,2.631102,1,15
41,23,79.76666666666667,3,5,11,0.675335,1,16
41,23,79.76666666666667,3,5,12,0.036997,1,17
41,23,79.76666666666667,3,5,13,2.164965,1,18
41,23,79.76666666666667,3,6,11,-0.718356,1,19
41,23,79.76666666666667,3,6,12,-0.460960,1,20
41,23,79.76666666666667,3,6,13,1.378903,1,21
41,23,79.76666666666667,3,7,11,-1.414590,1,22
41,23,79.76666666666667,3,7,12,-1.103518,1,23
41,23,79.76666666666667,3,7,13,-0.950209,1,24
41,23,79.76666666666667,3,8,11,-0.060368,1,25
41,23,79.76666666666667,3,8,12,0.194453,1,26
41,23,79.76666666666667,3,8,13,0.001933,1,27
41,23,79.76666666666667,3,9,11,0.316346,1,28
41,23,79.76666666666667,3,9,12,0.824118,1,29
41,23,79.76666666666667,3,9,13,-0.147524,1,30
41,23,79.76666666666667,3,10,11,-2.066940,1,31
41,23,79.76666666666667,3,10,12,-0.075443,1,32
41,23,79.76666666666667,3,10,13,-0.084474,0,33
41,23,79.76666666666667,3,0,14,-1.285406,0,147
41,23,79.76666666666667,3,14,11,0.720815,1,148
41,23,79.76666666666667,3,0,15,0.673039,1,36
41,23,79.76666666666667,3,15,14,1.013513,1,37
41,23,79.76666666666667,3,10,16,1.468278,1,63
41,23,79.76666666666667,3,16,13,-0.905783,1,64
41,24,2465.3833333333337,3,0,11,-1.722806,0,1
41,24,2465.3833333333337,3,0,12,-1.871010,1,2
41,24,2465.3833333333337,3,0,13,-1.667453,1,3
41,24,2465.3833333333337,3,1,11,2.031751,1,4
41,24,2465.3833333333337,3,1,12,-0.601838,1,5
41,24,2465.3833333333337,3,1,13,-0.974277,1,6
41,24,2465.3833333333337,3,2,11,1.382957,1,7
41,24,2465.3833333333337,3,2,12,-0.193785,1,8
41,24,2465.3833333333337,3,2,13,0.643817,1,9
41,24,2465.3833333333337,3,3,11,0.146993,1,10
41,24,2465.3833333333337,3,3,12,-0.271540,1,11
41,24,2465.3833333333337,3,3,13,-0.465204,1,12
41,24,2465.3833333333337,3,4,11,0.189340,1,13
41,24,2465.3833333333337,3,4,12,-2.136908,1,14
41,24,2465.3833333333337,3,4,13,2.634528,1,15
41,24,2465.3833333333337,3,5,11,-0.929635,1,16
41,24,2465.3833333333337,3,5,12,-1.093926,1,17
41,24,2465.3833333333337,3,5,13,2.765425,1,18
41,24,2465.3833333333337,3,6,11,-0.420458,1,19
41,24,2465.3833333333337,3,6,12,-0.656969,1,20
41,24,2465.3833333333337,3,6,13,-0.260446,1,21
41,24,2465.3833333333337,3,7,11,1.335796,1,22
41,24,2465.3833333333337,3,7,12,0.317916,1,23
41,24,2465.3833333333337,3,7,13,-0.537267,1,24
41,24,2465.3833333333337,3,8,11,-1.630366,1,25
41,24,2465.3833333333337,3,8,12,-0.524686,1,26
41,24,2465.3833333333337,3,8,13,2.288444,1,27
41,24,2465.3833333333337,3,9,11,0.387940,1,28
41,24,2465.3833333333337,3,9,12,0.790454,1,29
41,24,2465.3833333333337,3,9,13,0.116906,1,30
41,24,2465.3833333333337,3,10,11,-1.886708,1,31
41,24,2465.3833333333337,3,10,12,-0.139775,1,32
41,24,2465.3833333333337,3,10,13,-0.414154,0,33
41,24,2465.3833333333337,3,0,14,-1.366662,0,147
41,24,2465.3833333333337,3,14,11,-0.724602,1,148
41,24,2465.3833333333337,3,0,15,0.175910,1,36
41,24,2465.3833333333337,3,15,14,0.533776,1,37
41,24,2465.3833333333337,3,10,16,-1.404739,1,63
41,24,2465.3833333333337,3,16,13,0.324814,1,64
41,25,2465.3833333333337,3,0,11,-0.692169,0,1
41,25,2465.3833333333337,3,0,12,-0.631886,1,2
