generation,genome_idx,fitness,n_hidden,gene_in,gene_out,weight,enabled,innov
41,6,2464.9500000000003,3,2,12,0.001132,1,8
41,6,2464.9500000000003,3,2,13,-0.519698,1,9
41,6,2464.9500000000003,3,3,11,0.357191,1,10
41,6,2464.9500000000003,3,3,12,-1.048770,1,11
41,6,2464.9500000000003,3,3,13,-0.439551,1,12
41,6,2464.9500000000003,3,4,11,-0.712548,1,13
41,6,2464.9500000000003,3,4,12,-1.388170,1,14
41,6,2464.9500000000003,3,4,13,2.081191,1,15
41,6,2464.9500000000003,3,5,11,-0.388219,1,16
41,6,2464.9500000000003,3,5,12,1.228518,1,17
41,6,2464.9500000000003,3,5,13,2.068719,1,18
41,6,2464.9500000000003,3,6,11,-0.737031,1,19
41,6,2464.9500000000003,3,6,12,-0.247014,1,20
41,6,2464.9500000000003,3,6,13,-0.366624,1,21
41,6,2464.9500000000003,3,7,11,-0.767268,1,22
41,6,2464.9500000000003,3,7,12,0.589305,1,23
41,6,2464.9500000000003,3,7,13,-1.358936,1,24
41,6,2464.9500000000003,3,8,11,0.524553,1,25
41,6,2464.9500000000003,3,8,12,0.091073,1,26
41,6,2464.9500000000003,3,8,13,2.777038,1,27
41,6,2464.9500000000003,3,9,11,0.708697,1,28
41,6,2464.9500000000003,3,9,12,1.109148,1,29
41,6,2464.9500000000003,3,9,13,-0.131607,1,30
41,6,2464.9500000000003,3,10,11,-1.225418,1,31
41,6,2464.9500000000003,3,10,12,-0.282579,1,32
41,6,2464.9500000000003,3,10,13,0.335908,0,33
41,6,2464.9500000000003,3,0,14,-1.166288,0,147
41,6,2464.9500000000003,3,14,11,0.869034,1,148
41,6,2464.9500000000003,3,0,15,0.415027,1,36
41,6,2464.9500000000003,3,15,14,0.344182,1,37
41,6,2464.9500000000003,3,10,16,0.434536,1,63
41,6,2464.9500000000003,3,16,13,0.044267,1,64
41,7,2465.2833333333333,3,0,11,-0.877476,0,1
41,7,2465.2833333333333,3,0,12,-0.607837,1,2
41,7,2465.2833333333333,3,0,13,-0.545075,1,3
